City,Agi,PublicStation,PrivateStation
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#BrushPrairie,56993.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Bow,56039.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Carson,55666.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#LummiIsland,55618.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Colbert,55258.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#MapleValley,55097.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#CamanoIsland,54771.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Winthrop,54389.0,3,1
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Renton,53837.2,40,5
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Nordland,53696.0,0,1
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#AndersonIsland,53661.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Leavenworth,53459.0,13,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#WhiteSalmon,52734.0,2,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Valleyford,52106.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Quilcene,51153.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#LaConner,50914.0,2,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#BonneyLake,50551.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Steilacoom,50020.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Poulsbo,49711.0,9,1
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Seabeck,49675.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Kingston,49113.0,3,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Enumclaw,48963.0,2,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Vaughn,48446.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Stevenson,47997.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Stanwood,47836.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Bellingham,47680.0,34,1
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#PortTownsend,47597.0,10,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Union,47327.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Coupeville,47069.0,2,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Grapeview,46951.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Kalama,46866.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Washougal,46414.0,13,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#UniversityPlace,46378.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Mica,46080.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Buckley,46070.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Monroe,45966.0,4,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Manson,45762.0,3,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#LakeStevens,45350.0,2,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Olalla,45068.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Richland,45002.5,7,45
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Lynnwood,44721.666666666666666666666667,26,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Chelan,44544.0,5,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Blaine,44457.0,4,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#WestRichland,44411.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Sequim,44410.0,8,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#MountlakeTerrace,44319.0,4,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#BattleGround,44046.0,3,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Sumner,43982.0,4,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Olympia,43937.333333333333333333333333,50,3
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Lyle,43833.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Vancouver,43741.0,52,4
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#LaCenter,43623.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Allyn,43160.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Lilliwaup,42846.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Greenacres,42821.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#NewmanLake,42569.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Lincoln,42347.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Milton,42166.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Orondo,42004.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#NineMileFalls,42001.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Puyallup,41493.6,23,1
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Arlington,41465.0,5,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Eatonville,41441.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Pullman,41024.0,10,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Tacoma,40794.368421052631578947368421,88,8
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Longbranch,40618.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Asotin,40605.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Cathlamet,40464.0,3,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Salkum,40421.0,2,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Farmington,40111.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#TroutLake,40058.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Carlton,39780.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Colton,39762.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Lynden,39719.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#OtisOrchards,39672.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Odessa,39518.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#SilverCreek,39485.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Orting,39457.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Veradale,39320.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#ElectricCity,39213.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Woodland,39211.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#PortOrchard,39184.0,6,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Suquamish,39065.0,2,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#LongBeach,39020.0,2,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Spangle,38968.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Ellensburg,38855.0,9,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Everett,38851.5,26,1
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Spokane,38847.714285714285714285714286,90,1
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Tahuya,38846.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#CouleeCity,38814.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Naches,38745.0,2,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Mead,38652.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#GraniteFalls,38554.0,2,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Ariel,38543.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Deming,38425.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Graham,38370.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#MountVernon,38343.0,14,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Ferndale,38238.0,0,1
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#WallaWalla,38102.0,19,1
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Kennewick,38069.0,10,1
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Silverlake,37952.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Roy,37829.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Lakebay,37655.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Tenino,37630.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Dupont,37433.0,2,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Cougar,37407.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Kent,37358.25,17,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Wenatchee,37355.0,14,2
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Marysville,37318.5,14,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Sekiu,37288.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Brinnon,37190.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#OceanShores,37169.0,3,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Rockford,37167.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Twisp,37152.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Bremerton,37139.0,11,6
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Chattaroy,37121.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Auburn,37085.333333333333333333333333,14,1
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Belfair,37053.0,2,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Custer,37002.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Colfax,36919.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#FederalWay,36910.5,11,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Methow,36660.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Hoodsport,36595.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Toutle,36492.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Chehalis,36475.0,3,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Montesano,36466.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#LoonLake,36459.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Wilbur,36427.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#PortHadlock,36377.0,0,1
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Amboy,36328.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Dayton,36264.0,3,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Touchet,36229.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Carbonado,36214.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Palouse,36105.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Selah,36089.0,8,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Bickleton,36060.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#CastleRock,35994.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Acme,35883.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Rochester,35773.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#PortAngeles,35762.0,14,1
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Davenport,35663.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#EastWenatchee,35645.0,4,1
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Yacolt,35492.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Chimacum,35429.0,2,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Burlington,35338.0,9,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Kelso,35326.0,2,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Mineral,35148.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Packwood,34931.0,2,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#SedroWoolley,34882.0,0,1
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Burbank,34749.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Ritzville,34733.0,3,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Ilwaco,34691.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Prosser,34596.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Toledo,34589.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Clarkston,34497.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#CouleeDam,34436.0,0,1
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Everson,34426.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Lacey,34394.0,12,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Sultan,34349.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Almira,34264.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#GoldBar,34249.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Rainier,34191.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#SaintJohn,34142.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Grayland,34030.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#OceanPark,33956.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#GrandCoulee,33954.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Waitsburg,33945.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Bingen,33926.0,2,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Entiat,33875.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Creston,33826.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#OakHarbor,33634.0,2,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Thorp,33621.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#MedicalLake,33602.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Rockport,33567.0,2,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Cashmere,33536.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Edwall,33489.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Cusick,33437.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Anatone,33429.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#DeerPark,33320.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Cheney,33221.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Mccleary,33109.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Mossyrock,33107.0,3,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Peshastin,33017.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Oakesdale,32931.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Westport,32858.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Silverdale,32804.5,5,18
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Lacrosse,32649.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Malaga,32642.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Longview,32571.0,4,1
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Shelton,32504.0,4,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Naselle,32151.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Harrington,32122.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Rosalia,32106.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#BentonCity,32050.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Beaver,32044.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Centerville,31912.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Uniontown,31810.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Newport,31798.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#MosesLake,31741.0,3,1
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Marblemount,31730.0,0,3
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Curtis,31653.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Elma,31545.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Goldendale,31507.0,2,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Tokeland,31505.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Elk,31399.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Fairfield,31374.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Ethel,31372.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Yakima,31276.5,17,1
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Yelm,31191.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Chewelah,31132.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Pateros,30924.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Darrington,30914.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Colville,30871.0,3,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#CollegePlace,30822.0,3,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Lakewood,30742.333333333333333333333333,7,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Ashford,30725.0,2,2
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Usk,30711.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Zillah,30697.0,2,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Hartline,30676.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Mansfield,30648.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Ephrata,30624.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Moxee,30598.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Spanaway,30586.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Reardan,30585.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Cosmopolis,30510.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Appleton,30478.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Randle,30436.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Morton,30407.0,3,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Winlock,30333.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Pacific,30237.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#MetalineFalls,30194.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Garfield,30138.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Lind,30081.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Concrete,30048.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Waterville,29983.0,1,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Sumas,29980.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Onalaska,29963.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#KettleFalls,29901.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Raymond,29580.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Ione,29569.0,0,0
http://www.dei.unipd.it/~poor6/db2/ontologies/2023/electricCars#Republic,29519.0,0,0
